Time, Ax1, Ay1, Az1, Gx1, Gy1, Gz1, R1, P1, Y1, Ax2, Ay2, Az2, Gx2, Gy2, Gz2, R2, P2, Y2
0.11299999803304672, -0.10064697265625, 0.00433349609375, 0.9638671875, 11.1236572265625, 3.8604736328125, -3.99017333984375, 88.3462905883789, 23.984912872314453, -188.4806671142578, -0.14166259765625, 0.06768798828125, -1.115478515625, 1.1444091796875, -14.54925537109375, -4.05120849609375, 88.68556213378906, -0.27914249897003174, 15.50330924987793
0.16200000047683716, -0.09930419921875, 0.01226806640625, 0.9638671875, 11.80267333984375, 4.1656494140625, -3.83758544921875, -88.81381225585938, 2.672762870788574, 156.78463745117188, -0.14398193359375, 0.07037353515625, -1.11761474609375, 0.98419189453125, -14.33563232421875, -4.00543212890625, 130.05116271972656, 9.915663719177246, 20.94174575805664
0.210999995470047, -0.099365234375, 0.01318359375, 0.96307373046875, 11.3525390625, 4.06646728515625, -3.936767578125, 107.03749084472656, -13.199180603027344, 142.2821502685547, -0.14556884765625, 0.0704345703125, -1.120361328125, 0.96893310546875, -14.47296142578125, -3.80706787109375, 100.73221588134766, 15.526543617248535, 12.95744514465332
0.26100000739097595, -0.10430908203125, 0.0120849609375, 0.96343994140625, 11.14654541015625, 4.02069091796875, -3.83758544921875, 134.81307983398438, -6.654677867889404, 124.40362548828125, -0.14520263671875, 0.07440185546875, -1.11572265625, 0.64849853515625, -14.7705078125, -4.11224365234375, 93.71460723876953, 23.573543548583984, 25.836517333984375
0.31200000643730164, -0.09942626953125, 0.01220703125, 0.96160888671875, 11.25335693359375, 3.88336181640625, -3.8909912109375, 137.34228515625, -3.089836835861206, 108.90953063964844, -0.14410400390625, 0.068359375, -1.1231689453125, 0.81634521484375, -14.7705078125, -3.9825439453125, 90.50529479980469, 28.397186279296875, 55.92242431640625
0.3619999885559082, -0.10125732421875, 0.01312255859375, 0.966064453125, 11.32965087890625, 3.82232666015625, -3.88336181640625, 103.30470275878906, -0.5943710803985596, 97.61419677734375, -0.1439208984375, 0.07012939453125, -1.1153564453125, 0.92315673828125, -14.76287841796875, -3.997802734375, 89.7973861694336, 26.466169357299805, 71.69245147705078
0.41200000047683716, -0.10003662109375, 0.0150146484375, 0.96112060546875, 10.91766357421875, 3.96728515625, -3.73077392578125, -3.0103721618652344, 1.8444522619247437, 42.106658935546875, -0.1414794921875, 0.07080078125, -1.115234375, 0.67901611328125, -14.80865478515625, -3.86810302734375, 90.40834045410156, 20.45395851135254, 74.77989959716797
0.460999995470047, -0.0968017578125, 0.0126953125, 0.9644775390625, 11.0626220703125, 3.9520263671875, -3.82232666015625, -49.682823181152344, 7.28720235824585, 58.942405700683594, -0.1390380859375, 0.07733154296875, -1.11767578125, -0.091552734375, -15.106201171875, -3.875732421875, 91.29270935058594, 14.937196731567383, 73.8829116821289
0.5120000243186951, -0.1080322265625, 0.01165771484375, 0.96343994140625, 8.941650390625, 3.936767578125, -3.662109375, -37.564449310302734, 5.446146011352539, 54.77931213378906, -0.14984130859375, 0.0673828125, -1.12152099609375, -0.732421875, -15.40374755859375, -4.09698486328125, 89.33389282226562, -1.8431596755981445, 85.54119110107422
0.5619999766349792, -0.09832763671875, 0.00836181640625, 0.9569091796875, 10.33782958984375, 3.79180908203125, -3.570556640625, -27.97265625, 4.561146259307861, 53.09718704223633, -0.1419677734375, 0.0723876953125, -1.1156005859375, 0.37384033203125, -15.2130126953125, -3.6468505859375, -89.7569580078125, 1.4284424781799316, 86.45355987548828
