Time, Ax1, Ay1, Az1, Gx1, Gy1, Gz1, R1, P1, Y1, Ax2, Ay2, Az2, Gx2, Gy2, Gz2, R2, P2, Y2
50050.0, -0.10772705078125, -0.1082763671875, 0.99847412109375, -0.11444091796875, 0.19073486328125, 0.09918212890625, 0.0, -0.0, -8.5, -0.30841064453125, -0.30963134765625, -1.0045166015625, -0.0152587890625, 0.1068115234375, 0.03814697265625, 0.0, -0.0, -8.5
50061.0, -0.107666015625, -0.11029052734375, 1.000244140625, -0.2899169921875, 0.14495849609375, 0.18310546875, 0.0, -0.0, -8.5, -0.30718994140625, -0.30780029296875, -0.99835205078125, -0.05340576171875, 0.08392333984375, 0.05340576171875, 0.0, -0.0, -8.5
50081.0, -0.109130859375, -0.10772705078125, 0.99700927734375, -0.26702880859375, 0.22125244140625, 0.05340576171875, 0.0, -0.0, -8.5, -0.30621337890625, -0.30889892578125, -1.00634765625, -0.00762939453125, 0.1373291015625, 0.0762939453125, 0.0, -0.0, -8.5
50103.0, -0.10699462890625, -0.10919189453125, 0.99798583984375, -0.2593994140625, 0.19073486328125, 0.29754638671875, 0.0, -0.0, -8.5, -0.3092041015625, -0.3077392578125, -1.001220703125, -0.03814697265625, 0.09918212890625, 0.030517578125, -92.2059097290039, 1.7623578310012817, -2.767643928527832
50123.0, -0.10772705078125, -0.10980224609375, 0.9986572265625, -0.22125244140625, 0.1983642578125, 0.1678466796875, 0.0, -0.0, -8.5, -0.308837890625, -0.30975341796875, -1.00341796875, -0.0457763671875, 0.14495849609375, 0.0152587890625, -95.5591812133789, 4.551029205322266, 2.772153854370117
50143.0, -0.10870361328125, -0.11016845703125, 0.996337890625, -0.1220703125, 0.08392333984375, 0.05340576171875, 0.0, -0.0, -8.5, -0.30828857421875, -0.30902099609375, -1.0030517578125, -0.02288818359375, 0.16021728515625, 0.00762939453125, -99.38191986083984, 8.350680351257324, 8.017303466796875
50163.0, -0.10882568359375, -0.1099853515625, 0.99945068359375, -0.31280517578125, 0.091552734375, 0.18310546875, 0.0, -0.0, -8.5, -0.3087158203125, -0.310302734375, -1.00115966796875, -0.0152587890625, 0.17547607421875, -0.0457763671875, -103.58293914794922, 13.683794975280762, 12.382774353027344
50184.0, -0.10723876953125, -0.10626220703125, 0.99859619140625, -0.26702880859375, 0.152587890625, 0.3204345703125, 0.0, -0.0, -8.5, -0.3094482421875, -0.3104248046875, -1.00177001953125, -0.0152587890625, 0.11444091796875, 0.0152587890625, -107.00180053710938, 19.79619598388672, 14.872611999511719
50203.0, -0.10552978515625, -0.10931396484375, 0.99505615234375, -0.18310546875, 0.05340576171875, 0.1220703125, 0.0, -0.0, -8.5, -0.30841064453125, -0.3089599609375, -0.9998779296875, -0.06866455078125, 0.1373291015625, 0.08392333984375, -109.6375503540039, 26.50457763671875, 13.04854965209961
50224.0, -0.1068115234375, -0.1116943359375, 0.9954833984375, -0.25177001953125, 0.1068115234375, 0.23651123046875, 0.0, -0.0, -8.5, -0.3123779296875, -0.3094482421875, -1.00299072265625, 0.0457763671875, 0.19073486328125, -0.1678466796875, -111.11431121826172, 32.59244918823242, 7.055402755737305
50243.0, -0.1063232421875, -0.111572265625, 0.9974365234375, -0.213623046875, 0.1220703125, 0.18310546875, 0.0, -0.0, -8.5, -0.30877685546875, -0.30743408203125, -1.00286865234375, -0.18310546875, 0.274658203125, 0.29754638671875, -111.65733337402344, 37.52789306640625, -2.073852062225342
50264.0, -0.10333251953125, -0.107666015625, 0.99725341796875, -0.1373291015625, 0.14495849609375, 0.42724609375, 0.0, -0.0, -8.5, -0.30853271484375, -0.3094482421875, -1.00225830078125, -0.05340576171875, 0.1220703125, 0.0, -111.41102600097656, 39.53456115722656, -12.453268051147461
50283.0, -0.1048583984375, -0.105712890625, 0.99755859375, -0.2593994140625, 0.1373291015625, -0.1220703125, 0.0, -0.0, -8.5, -0.309326171875, -0.31121826171875, -1.00311279296875, 0.03814697265625, 0.1068115234375, -0.244140625, -111.0145492553711, 39.20802307128906, -21.413650512695312
50304.0, -0.10687255859375, -0.106689453125, 0.99798583984375, -0.18310546875, 0.09918212890625, 0.0457763671875, 0.0, -0.0, -8.5, -0.30908203125, -0.31146240234375, -1.00396728515625, -0.00762939453125, 0.19073486328125, 0.1373291015625, -110.58271789550781, 37.540977478027344, -28.262939453125
50324.0, -0.1070556640625, -0.1090087890625, 0.99951171875, -0.2899169921875, 0.1373291015625, 0.640869140625, 0.0, -0.0, -8.5, -0.308837890625, -0.31365966796875, -1.0009765625, -0.06103515625, 0.1678466796875, -0.06103515625, -110.47709655761719, 34.99589538574219, -33.769615173339844
